name,city_code,province_code,region_code,psgc
"Santo Cristo",034925,0349,03,034925011
Tabon,034925,0349,03,034925012
"A. Pascual",034926,0349,03,034926001
"Abar Ist",034926,0349,03,034926002
"Abar 2nd",034926,0349,03,034926003
"Bagong Sikat",034926,0349,03,034926004
Caanawan,034926,0349,03,034926005
Calaocan,034926,0349,03,034926006
Camanacsacan,034926,0349,03,034926007
Culaylay,034926,0349,03,034926008
Dizol,034926,0349,03,034926009
Kaliwanagan,034926,0349,03,034926010
Kita-Kita,034926,0349,03,034926011
Malasin,034926,0349,03,034926012
Manicla,034926,0349,03,034926013
Palestina,034926,0349,03,034926014
"Parang Mangga",034926,0349,03,034926015
"Villa Joson (Parilla)",034926,0349,03,034926016
Pinili,034926,0349,03,034926017
"Rafael Rueda, Sr. Pob. (District I)",034926,0349,03,034926019
"Ferdinand E. Marcos Pob. (District II)",034926,0349,03,034926020
"Canuto Ramos Pob. (District III)",034926,0349,03,034926021
"Raymundo Eugenio Pob. (District IV)",034926,0349,03,034926022
"Crisanto Sanchez Pob. (District V)",034926,0349,03,034926023
Porais,034926,0349,03,034926024
"San Agustin",034926,0349,03,034926027
"San Juan",034926,0349,03,034926028
"San Mauricio",034926,0349,03,034926029
"Santo Niño 1st",034926,0349,03,034926030
"Santo Niño 2nd",034926,0349,03,034926031
"Santo Tomas",034926,0349,03,034926032
Sibut,034926,0349,03,034926033
"Sinipit Bubon",034926,0349,03,034926034
"Santo Niño 3rd",034926,0349,03,034926035
Tabulac,034926,0349,03,034926036
Tayabo,034926,0349,03,034926037
Tondod,034926,0349,03,034926038
Tulat,034926,0349,03,034926039
"Villa Floresca",034926,0349,03,034926040
"Villa Marina",034926,0349,03,034926042
"Bonifacio District (Pob.)",034927,0349,03,034927002
"Burgos District (Pob.)",034927,0349,03,034927003
Castellano,034927,0349,03,034927004
Diversion,034927,0349,03,034927005
Magpapalayoc,034927,0349,03,034927006
Mallorca,034927,0349,03,034927007
Mambangnan,034927,0349,03,034927008
Nieves,034927,0349,03,034927009
"San Bartolome (Pob.)",034927,0349,03,034927010
"Rizal District (Pob.)",034927,0349,03,034927011
"San Anton",034927,0349,03,034927012
"San Roque",034927,0349,03,034927013
Tabuating,034927,0349,03,034927014
Tagumpay,034927,0349,03,034927015
"Tambo Adorable",034927,0349,03,034927016
"Cojuangco (Pob.)",034928,0349,03,034928001
"La Fuente",034928,0349,03,034928002
Liwayway,034928,0349,03,034928003
Malacañang,034928,0349,03,034928004
Maliolio,034928,0349,03,034928005
Mapalad,034928,0349,03,034928007
"Rizal (Pob.)",034928,0349,03,034928010
"Rajal Centro",034928,0349,03,034928011
"Rajal Norte",034928,0349,03,034928012
"Rajal Sur",034928,0349,03,034928013
"San Gregorio",034928,0349,03,034928015
"San Mariano",034928,0349,03,034928016
"San Pedro",034928,0349,03,034928017
"Santo Rosario",034928,0349,03,034928018
Soledad,034928,0349,03,034928019
"Valenzuela (Pob.)",034928,0349,03,034928020
"Zamora (Pob.)",034928,0349,03,034928021
Aguinaldo,034928,0349,03,034928022
Berang,034928,0349,03,034928023
Burgos,034928,0349,03,034928024
"Del Pilar",034928,0349,03,034928025
Gomez,034928,0349,03,034928026
Inspector,034928,0349,03,034928027
Isla,034928,0349,03,034928028
Lourdes,034928,0349,03,034928029
Luna,034928,0349,03,034928030
Mabini,034928,0349,03,034928031
"San Isidro",034928,0349,03,034928032
"San Josep",034928,0349,03,034928033
"Santa Teresita",034928,0349,03,034928034
Sapsap,034928,0349,03,034928035
Tagpos,034928,0349,03,034928036
Tramo,034928,0349,03,034928037
Baloc,034929,0349,03,034929002
Buasao,034929,0349,03,034929004
Burgos,034929,0349,03,034929005
Cabugao,034929,0349,03,034929006
Casulucan,034929,0349,03,034929007
Comitang,034929,0349,03,034929008
Concepcion,034929,0349,03,034929009
Dolores,034929,0349,03,034929011
"General Luna",034929,0349,03,034929012
Hulo,034929,0349,03,034929014
Mabini,034929,0349,03,034929016
Malasin,034929,0349,03,034929017
Malayantoc,034929,0349,03,034929019
Mambarao,034929,0349,03,034929020
Poblacion,034929,0349,03,034929023
"Malaya (Pook Malaya)",034929,0349,03,034929024
"Pulong Buli",034929,0349,03,034929026
Sagaba,034929,0349,03,034929029
"San Agustin",034929,0349,03,034929030
"San Fabian",034929,0349,03,034929031
"San Francisco",034929,0349,03,034929032
"San Pascual",034929,0349,03,034929033
"Santa Rita",034929,0349,03,034929034
"Santo Rosario",034929,0349,03,034929036
"Andal Alino (Pob.)",034930,0349,03,034930001
"Bagong Sikat",034930,0349,03,034930002
"Bagong Silang",034930,0349,03,034930003
"Bakal I",034930,0349,03,034930004
"Bakal II",034930,0349,03,034930005
"Bakal III",034930,0349,03,034930006
Baluga,034930,0349,03,034930008
Bantug,034930,0349,03,034930009
"Bantug Hacienda",034930,0349,03,034930010
"Bantug Hamog (Basang Hamog)",034930,0349,03,034930011
"Bugtong na Buli",034930,0349,03,034930012
Bulac,034930,0349,03,034930013
Burnay,034930,0349,03,034930014
Calipahan,034930,0349,03,034930015
Campos,034930,0349,03,034930016
"Casulucan Este",034930,0349,03,034930018
Collado,034930,0349,03,034930019
"Dimasalang Norte",034930,0349,03,034930020
"Dimasalang Sur",034930,0349,03,034930021
Dinarayat,034930,0349,03,034930022
"Esguerra District (Pob.)",034930,0349,03,034930024
Gulod,034930,0349,03,034930025
"Homestead I",034930,0349,03,034930026
"Homestead II",034930,0349,03,034930027
Cabubulaonan,034930,0349,03,034930028
Caaniplahan,034930,0349,03,034930029
Caputican,034930,0349,03,034930030
Kinalanguyan,034930,0349,03,034930031
"La Torre",034930,0349,03,034930032
Lomboy,034930,0349,03,034930033
Mabuhay,034930,0349,03,034930034
"Maestrang Kikay (Pob.)",034930,0349,03,034930035
Mamandil,034930,0349,03,034930036
"Marcos District (Pob.)",034930,0349,03,034930037
"Purok Matias (Pob.)",034930,0349,03,034930038
Matingkis,034930,0349,03,034930039
Minabuyoc,034930,0349,03,034930041
"Pag-asa (Pob.)",034930,0349,03,034930042
Paludpod,034930,0349,03,034930043
"Pantoc Bulac",034930,0349,03,034930044
Pinagpanaan,034930,0349,03,034930045
"Poblacion Sur",034930,0349,03,034930046
Pula,034930,0349,03,034930047
"Pulong San Miguel (Pob.)",034930,0349,03,034930048
Sampaloc,034930,0349,03,034930049
"San Miguel na Munti",034930,0349,03,034930050
"San Pascual",034930,0349,03,034930051
"San Ricardo",034930,0349,03,034930052
Sibul,034930,0349,03,034930053
"Sicsican Matanda",034930,0349,03,034930054
Tabacao,034930,0349,03,034930055
Tagaytay,034930,0349,03,034930056
Valle,034930,0349,03,034930057
Alula,034931,0349,03,034931002
Baybayabas,034931,0349,03,034931003
Buted,034931,0349,03,034931004
Cabiangan,034931,0349,03,034931005
Calisitan,034931,0349,03,034931006
Cinense,034931,0349,03,034931007
Culiat,034931,0349,03,034931008
Maasin,034931,0349,03,034931009
"Magsaysay (Pob.)",034931,0349,03,034931010
"Mayamot I",034931,0349,03,034931011
"Mayamot II",034931,0349,03,034931012
Nangabulan,034931,0349,03,034931013
"Osmeña (Pob.)",034931,0349,03,034931014
Pangit,034931,0349,03,034931015
Patola,034931,0349,03,034931016
"Quezon (Pob.)",034931,0349,03,034931017
"Quirino (Pob.)",034931,0349,03,034931018
"Roxas (Pob.)",034931,0349,03,034931020
Saguing,034931,0349,03,034931021
Sampaloc,034931,0349,03,034931022
"Santa Catalina",034931,0349,03,034931023
"Santo Domingo",034931,0349,03,034931024
Saringaya,034931,0349,03,034931025
Saverona,034931,0349,03,034931026
Tandoc,034931,0349,03,034931027
Tibag,034931,0349,03,034931028
"Villa Rosario",034931,0349,03,034931029
"Villa Boado",034931,0349,03,034931030
Batitang,034932,0349,03,034932001
Carmen,034932,0349,03,034932003
Concepcion,034932,0349,03,034932004
"Del Pilar",034932,0349,03,034932005
"General Luna",034932,0349,03,034932008
"H. Romero",034932,0349,03,034932009
Macarse,034932,0349,03,034932011
Manaul,034932,0349,03,034932012
Mayamot,034932,0349,03,034932013
Pantoc,034932,0349,03,034932015
"San Vicente (Pob.)",034932,0349,03,034932017
"San Isidro",034932,0349,03,034932020
"San Rafael",034932,0349,03,034932021
"Santa Cruz",034932,0349,03,034932022
"Santa Lucia Old",034932,0349,03,034932024
"Santa Lucia Young",034932,0349,03,034932025
"Santo Rosario Old",034932,0349,03,034932026
"Santo Rosario Young",034932,0349,03,034932027
Valeriana,034932,0349,03,034932030
"Agapito del Rosario",035401,0354,03,035401001
Anunas,035401,0354,03,035401002
Balibago,035401,0354,03,035401003
Capaya,035401,0354,03,035401004
"Claro M. Recto",035401,0354,03,035401005
Cuayan,035401,0354,03,035401006
Cutcut,035401,0354,03,035401007
Cutud,035401,0354,03,035401008
"Lourdes North West",035401,0354,03,035401010
"Lourdes Sur",035401,0354,03,035401011
"Lourdes Sur East",035401,0354,03,035401012
Malabanias,035401,0354,03,035401013
Margot,035401,0354,03,035401014
Mining,035401,0354,03,035401015
Pampang,035401,0354,03,035401017
Pandan,035401,0354,03,035401018
"Pulung Maragul",035401,0354,03,035401019
Pulungbulu,035401,0354,03,035401020
"Pulung Cacutud",035401,0354,03,035401021
Salapungan,035401,0354,03,035401022
"San Jose",035401,0354,03,035401023
"San Nicolas",035401,0354,03,035401024
"Santa Teresita",035401,0354,03,035401025
"Santa Trinidad",035401,0354,03,035401026
"Santo Cristo",035401,0354,03,035401027
"Santo Domingo",035401,0354,03,035401028
"Santo Rosario (Pob.)",035401,0354,03,035401029
Sapalibutad,035401,0354,03,035401030
Sapangbato,035401,0354,03,035401031
Tabun,035401,0354,03,035401032
"Virgen Delos Remedios",035401,0354,03,035401034
Amsic,035401,0354,03,035401035
"Ninoy Aquino (Marisol)",035401,0354,03,035401036
Balucuc,035402,0354,03,035402001
Calantipe,035402,0354,03,035402003
Cansinala,035402,0354,03,035402004
Capalangan,035402,0354,03,035402005
Colgante,035402,0354,03,035402007
Paligui,035402,0354,03,035402009
Sampaloc,035402,0354,03,035402010
"San Juan (Pob.)",035402,0354,03,035402011
"San Vicente",035402,0354,03,035402012
Sucad,035402,0354,03,035402013
Sulipan,035402,0354,03,035402014
"Tabuyuc (Santo Rosario)",035402,0354,03,035402015
Arenas,035403,0354,03,035403001
Baliti,035403,0354,03,035403002
Batasan,035403,0354,03,035403003
Buensuceso,035403,0354,03,035403005
Candating,035403,0354,03,035403007
Gatiawin,035403,0354,03,035403008
Guemasan,035403,0354,03,035403009
"La Paz (Turu)",035403,0354,03,035403010
Lacmit,035403,0354,03,035403011
Lacquios,035403,0354,03,035403012
Mangga-Cacutud,035403,0354,03,035403013
Mapalad,035403,0354,03,035403014
Panlinlang,035403,0354,03,035403015
Paralaya,035403,0354,03,035403016
"Plazang Luma",035403,0354,03,035403017
Poblacion,035403,0354,03,035403018
"San Agustin Norte",035403,0354,03,035403020
"San Agustin Sur",035403,0354,03,035403021
"San Antonio",035403,0354,03,035403022
"San Jose Mesulo",035403,0354,03,035403025
"San Juan Bano",035403,0354,03,035403026
"San Mateo",035403,0354,03,035403027
"San Nicolas",035403,0354,03,035403028
"San Roque Bitas",035403,0354,03,035403029
"Cupang (Santa Lucia)",035403,0354,03,035403030
"Matamo (Santa Lucia)",035403,0354,03,035403031
"Santo Niño Tabuan",035403,0354,03,035403032
Suclayin,035403,0354,03,035403034
Telapayong,035403,0354,03,035403035
"Kaledian (Camba)",035403,0354,03,035403036
Balas,035404,0354,03,035404001
Cabalantian,035404,0354,03,035404002
"Cabambangan (Pob.)",035404,0354,03,035404003
Cabetican,035404,0354,03,035404004
Calibutbut,035404,0354,03,035404005
Concepcion,035404,0354,03,035404006
Dolores,035404,0354,03,035404007
Duat,035404,0354,03,035404008
Macabacle,035404,0354,03,035404009
Magliman,035404,0354,03,035404010
Maliwalu,035404,0354,03,035404011
Mesalipit,035404,0354,03,035404012
Parulog,035404,0354,03,035404013
Potrero,035404,0354,03,035404015
"San Antonio",035404,0354,03,035404016
"San Isidro",035404,0354,03,035404018
"San Vicente",035404,0354,03,035404019
"Santa Barbara",035404,0354,03,035404020
"Santa Ines",035404,0354,03,035404021
Talba,035404,0354,03,035404023
Tinajero,035404,0354,03,035404024
"Bahay Pare",035405,0354,03,035405001
Bambang,035405,0354,03,035405002
Barangca,035405,0354,03,035405003
Barit,035405,0354,03,035405004
"Buas (Pob.)",035405,0354,03,035405005
"Cuayang Bugtong",035405,0354,03,035405008
Dalayap,035405,0354,03,035405009
"Dulong Ilog",035405,0354,03,035405010
Gulap,035405,0354,03,035405011
Lanang,035405,0354,03,035405012
Lourdes,035405,0354,03,035405013
Magumbali,035405,0354,03,035405014
Mandasig,035405,0354,03,035405015
Mandili,035405,0354,03,035405016
Mangga,035405,0354,03,035405017
Mapaniqui,035405,0354,03,035405018
Paligui,035405,0354,03,035405020
Pangclara,035405,0354,03,035405021
Pansinao,035405,0354,03,035405022
"Paralaya (Pob.)",035405,0354,03,035405023
Pasig,035405,0354,03,035405024
"Pescadores (Pob.)",035405,0354,03,035405025
"Pulong Gubat",035405,0354,03,035405026
"Pulong Palazan",035405,0354,03,035405027
Salapungan,035405,0354,03,035405028
"San Agustin (Pob.)",035405,0354,03,035405029
"Santo Rosario",035405,0354,03,035405031
Tagulod,035405,0354,03,035405032
Talang,035405,0354,03,035405033
Tenejero,035405,0354,03,035405034
"Vizal San Pablo",035405,0354,03,035405035
"Vizal Santo Cristo",035405,0354,03,035405036
"Vizal Santo Niño",035405,0354,03,035405037
Anon,035406,0354,03,035406001
Apalit,035406,0354,03,035406002
"Basa Air Base",035406,0354,03,035406003
Benedicto,035406,0354,03,035406004
Bodega,035406,0354,03,035406005
Cabangcalan,035406,0354,03,035406006
Calantas,035406,0354,03,035406007
Carmencita,035406,0354,03,035406008
Consuelo,035406,0354,03,035406009
Dampe,035406,0354,03,035406010
"Del Carmen",035406,0354,03,035406011
Fortuna,035406,0354,03,035406012
Gutad,035406,0354,03,035406013
Mabical,035406,0354,03,035406014
"Santo Rosario (Malabo)",035406,0354,03,035406015
Maligaya,035406,0354,03,035406016
Nabuclod,035406,0354,03,035406017
Pabanlag,035406,0354,03,035406018
Paguiruan,035406,0354,03,035406019
Palmayo,035406,0354,03,035406020
Pandaguirig,035406,0354,03,035406021
Poblacion,035406,0354,03,035406023
"San Antonio",035406,0354,03,035406024
"San Isidro",035406,0354,03,035406025
"San Jose",035406,0354,03,035406026
"San Nicolas",035406,0354,03,035406027
"San Pedro",035406,0354,03,035406028
"San Ramon",035406,0354,03,035406029
"San Roque",035406,0354,03,035406030
"Santa Monica",035406,0354,03,035406031
Solib,035406,0354,03,035406032
Valdez,035406,0354,03,035406033
Mawacat,035406,0354,03,035406034
Bancal,035407,0354,03,035407002
"Jose Abad Santos (Siran)",035407,0354,03,035407004
Lambac,035407,0354,03,035407005
Magsaysay,035407,0354,03,035407006
Maquiapo,035407,0354,03,035407007
Natividad,035407,0354,03,035407008
"Plaza Burgos (Pob.)",035407,0354,03,035407009
Pulungmasle,035407,0354,03,035407010
Rizal,035407,0354,03,035407011
"San Agustin",035407,0354,03,035407012
"San Antonio",035407,0354,03,035407013
"San Isidro",035407,0354,03,035407014
"San Jose",035407,0354,03,035407015
"San Juan Bautista",035407,0354,03,035407016
"San Juan Nepomuceno",035407,0354,03,035407017
"San Matias",035407,0354,03,035407018
"San Miguel (Betis)",035407,0354,03,035407019
"San Nicolas 1st",035407,0354,03,035407020
"San Nicolas 2nd",035407,0354,03,035407021
"San Pablo",035407,0354,03,035407022
"San Pedro",035407,0354,03,035407023
"San Rafael (Duck Island)",035407,0354,03,035407024
"San Roque",035407,0354,03,035407025
"San Vicente (Ibus)",035407,0354,03,035407026
"San Juan",035407,0354,03,035407027
"Santa Filomena (Pob.)",035407,0354,03,035407028
"Santa Ines",035407,0354,03,035407029
"Santa Ursula",035407,0354,03,035407030
"Santo Cristo",035407,0354,03,035407031
"Santo Niño (Pob.)",035407,0354,03,035407033
Ascomo,035407,0354,03,035407034
Balantacan,035408,0354,03,035408001
"Bancal Sinubli",035408,0354,03,035408002
"Bancal Pugad",035408,0354,03,035408003
"Baruya (San Rafael)",035408,0354,03,035408004
Calangain,035408,0354,03,035408005
Concepcion,035408,0354,03,035408006
"Del Carmen",035408,0354,03,035408007
"De La Paz",035408,0354,03,035408008
"Don Ignacio Dimson",035408,0354,03,035408009
"Lourdes (Lauc Pau)",035408,0354,03,035408010
"Prado Siongco",035408,0354,03,035408011
Remedios,035408,0354,03,035408012
"San Agustin",035408,0354,03,035408013
"San Antonio",035408,0354,03,035408014
"San Francisco",035408,0354,03,035408015
"San Isidro",035408,0354,03,035408016
"San Jose Apunan",035408,0354,03,035408017
"San Jose Gumi",035408,0354,03,035408018
"San Juan (Pob.)",035408,0354,03,035408019
"San Matias",035408,0354,03,035408020
"San Miguel",035408,0354,03,035408021
"San Nicolas 1st (Pob.)",035408,0354,03,035408022
"San Nicolas 2nd",035408,0354,03,035408023
"San Pablo 1st",035408,0354,03,035408024
"San Pablo 2nd",035408,0354,03,035408025
"San Pedro Palcarangan",035408,0354,03,035408026
"San Pedro Saug",035408,0354,03,035408027
"San Roque Arbol",035408,0354,03,035408029
"San Roque Dau",035408,0354,03,035408030
"San Vicente",035408,0354,03,035408031
"Santa Barbara",035408,0354,03,035408032
"Santa Catalina",035408,0354,03,035408033
"Santa Cruz",035408,0354,03,035408034
"Santa Lucia (Pob.)",035408,0354,03,035408035
"Santa Maria",035408,0354,03,035408036
"Santa Monica",035408,0354,03,035408037
"Santa Rita",035408,0354,03,035408038
"Santa Teresa 1st",035408,0354,03,035408040
"Santa Teresa 2nd",035408,0354,03,035408041
Santiago,035408,0354,03,035408042
"Santo Domingo",035408,0354,03,035408043
"Santo Niño (Prado Aruba)",035408,0354,03,035408044
"Santo Tomas (Pob.)",035408,0354,03,035408045
"Santo Cristo",035408,0354,03,035408046
Atlu-Bola,035409,0354,03,035409001
Bical,035409,0354,03,035409002
Bundagul,035409,0354,03,035409003
Cacutud,035409,0354,03,035409004
Calumpang,035409,0354,03,035409005
Camachiles,035409,0354,03,035409006
Dapdap,035409,0354,03,035409007
Dau,035409,0354,03,035409008
Dolores,035409,0354,03,035409009
Duquit,035409,0354,03,035409010
Lakandula,035409,0354,03,035409011
Mabiga,035409,0354,03,035409012
"Macapagal Village",035409,0354,03,035409013
Mamatitang,035409,0354,03,035409015
Mangalit,035409,0354,03,035409016
"Marcos Village",035409,0354,03,035409017
Mawaque,035409,0354,03,035409018
Paralayunan,035409,0354,03,035409019
Poblacion,035409,0354,03,035409020
"San Francisco",035409,0354,03,035409021
"San Joaquin",035409,0354,03,035409022
"Santa Ines",035409,0354,03,035409023
"Santa Maria",035409,0354,03,035409024
"Santo Rosario",035409,0354,03,035409025
"Sapang Balen",035409,0354,03,035409026
"Sapang Biabas",035409,0354,03,035409027
Tabun,035409,0354,03,035409028
Batasan,035410,0354,03,035410001
"Caduang Tete",035410,0354,03,035410002
Candelaria,035410,0354,03,035410003
Castuli,035410,0354,03,035410004
Consuelo,035410,0354,03,035410005
Dalayap,035410,0354,03,035410006
Mataguiti,035410,0354,03,035410007
"San Esteban",035410,0354,03,035410008
"San Francisco",035410,0354,03,035410009
"San Gabriel (Pob.)",035410,0354,03,035410010
"San Isidro",035410,0354,03,035410011
"San Jose",035410,0354,03,035410012
"San Juan",035410,0354,03,035410013
"San Rafael",035410,0354,03,035410014
"San Roque",035410,0354,03,035410015
"San Vicente",035410,0354,03,035410016
"Santa Cruz (Pob.)",035410,0354,03,035410017
"Santa Lutgarda",035410,0354,03,035410018
"Santa Maria",035410,0354,03,035410019
"Santa Rita (Pob.)",035410,0354,03,035410020
"Santo Niño",035410,0354,03,035410021
"Santo Rosario (Pob.)",035410,0354,03,035410022
"Saplad David",035410,0354,03,035410023
Tacasan,035410,0354,03,035410024
Telacsan,035410,0354,03,035410025
Camias,035411,0354,03,035411001
Dolores,035411,0354,03,035411002
Escaler,035411,0354,03,035411003
"La Paz",035411,0354,03,035411004
Navaling,035411,0354,03,035411005
"San Agustin",035411,0354,03,035411006
"San Antonio",035411,0354,03,035411007
"San Franciso",035411,0354,03,035411008
"San Ildefonso",035411,0354,03,035411009
"San Isidro",035411,0354,03,035411010
"San Jose",035411,0354,03,035411011
"San Miguel",035411,0354,03,035411012
"San Nicolas 1st (Pob.)",035411,0354,03,035411013
"San Nicolas 2nd",035411,0354,03,035411014
"San Pablo (Pob.)",035411,0354,03,035411015
"San Pedro I",035411,0354,03,035411016
"San Pedro II",035411,0354,03,035411017
"San Roque",035411,0354,03,035411018
"San Vicente",035411,0354,03,035411019
"Santa Cruz (Pob.)",035411,0354,03,035411020
"Santa Lucia",035411,0354,03,035411021
"Santa Maria",035411,0354,03,035411022
"Santo Niño",035411,0354,03,035411023
"Santo Rosario",035411,0354,03,035411024
Bucanan,035411,0354,03,035411025
Turu,035411,0354,03,035411026
Ayala,035411,0354,03,035411027
Alauli,035412,0354,03,035412001
Bagang,035412,0354,03,035412003
Balibago,035412,0354,03,035412004
"Bebe Anac",035412,0354,03,035412006
"Bebe Matua",035412,0354,03,035412007
Bulacus,035412,0354,03,035412008
"San Agustin (Caingin)",035412,0354,03,035412009
"Santa Monica (Caingin)",035412,0354,03,035412010
Cambasi,035412,0354,03,035412011
Malauli,035412,0354,03,035412012
Nigui,035412,0354,03,035412013
Palimpe,035412,0354,03,035412014
Puti,035412,0354,03,035412015
"Sagrada (Tibagin)",035412,0354,03,035412016
"San Isidro Anac",035412,0354,03,035412017
"San Isidro Matua (Pob.)",035412,0354,03,035412018
"San Nicolas (Pob.)",035412,0354,03,035412019
"San Pedro",035412,0354,03,035412020
"Santa Cruz",035412,0354,03,035412021
"Santa Lucia Matua",035412,0354,03,035412023
"Santa Lucia Paguiba",035412,0354,03,035412024
"Santa Lucia Wakas",035412,0354,03,035412025
"Santa Lucia Anac (Pob.)",035412,0354,03,035412026
"Sapang Kawayan",035412,0354,03,035412027
Sua,035412,0354,03,035412028
"Santo Niño",035412,0354,03,035412029
Acli,035413,0354,03,035413001
Anao,035413,0354,03,035413002
Balas,035413,0354,03,035413003
Buenavista,035413,0354,03,035413004
Camuning,035413,0354,03,035413005
Cawayan,035413,0354,03,035413006
Concepcion,035413,0354,03,035413007
Culubasa,035413,0354,03,035413008
Divisoria,035413,0354,03,035413009
"Dolores (Piring)",035413,0354,03,035413010
Eden,035413,0354,03,035413011
Gandus,035413,0354,03,035413012
Lagundi,035413,0354,03,035413013
Laput,035413,0354,03,035413014
Laug,035413,0354,03,035413015
Masamat,035413,0354,03,035413017
Masangsang,035413,0354,03,035413018
"Nueva Victoria",035413,0354,03,035413020
Pandacaqui,035413,0354,03,035413021
Pangatlan,035413,0354,03,035413022
Panipuan,035413,0354,03,035413023
"Parian (Pob.)",035413,0354,03,035413024
Sabanilla,035413,0354,03,035413025
"San Antonio",035413,0354,03,035413026
"San Carlos",035413,0354,03,035413027
"San Jose Malino",035413,0354,03,035413029
"San Jose Matulid",035413,0354,03,035413030
"San Juan",035413,0354,03,035413031
"San Lorenzo",035413,0354,03,035413032
"San Miguel",035413,0354,03,035413033
"San Nicolas",035413,0354,03,035413034
"San Pablo",035413,0354,03,035413035
"San Patricio",035413,0354,03,035413036
"San Rafael",035413,0354,03,035413037
"San Roque",035413,0354,03,035413038
"San Vicente",035413,0354,03,035413039
"Santa Cruz",035413,0354,03,035413040
"Santa Maria",035413,0354,03,035413041
"Santo Domingo",035413,0354,03,035413042
"Santo Rosario",035413,0354,03,035413043
"Sapang Maisac",035413,0354,03,035413044
Suclaban,035413,0354,03,035413045
"Tangle (Tanglay)",035413,0354,03,035413046
Bulac,035414,0354,03,035414001
Dawe,035414,0354,03,035414002
Lourdes,035414,0354,03,035414003
Maniango,035414,0354,03,035414004
"San Francisco 1st",035414,0354,03,035414006
"San Francisco 2nd",035414,0354,03,035414007
"San Isidro",035414,0354,03,035414008
"San Nicolas (Pob.)",035414,0354,03,035414009
"San Pedro",035414,0354,03,035414010
"Santa Catalina",035414,0354,03,035414011
"Santa Maria",035414,0354,03,035414012
"Santa Rita",035414,0354,03,035414013
"Santo Domingo",035414,0354,03,035414014
"Santo Rosario (Pob.)",035414,0354,03,035414015
Saplad,035414,0354,03,035414016
"Babo Pangulo",035415,0354,03,035415001
"Babo Sacan",035415,0354,03,035415002
Balubad,035415,0354,03,035415004
"Calzadang Bayu",035415,0354,03,035415008
Camias,035415,0354,03,035415009
Cangatba,035415,0354,03,035415010
Diaz,035415,0354,03,035415011
"Dolores (Hacienda Dolores)",035415,0354,03,035415013
Jalung,035415,0354,03,035415014
Mancatian,035415,0354,03,035415016
"Manibaug Libutad",035415,0354,03,035415017
"Manibaug Paralaya",035415,0354,03,035415018
"Manibaug Pasig",035415,0354,03,035415019
Manuali,035415,0354,03,035415020
"Mitla Proper",035415,0354,03,035415021
Palat,035415,0354,03,035415022
Pias,035415,0354,03,035415023
Pio,035415,0354,03,035415024
Planas,035415,0354,03,035415025
Poblacion,035415,0354,03,035415026
"Pulong Santol",035415,0354,03,035415028
Salu,035415,0354,03,035415029
"San Jose Mitla",035415,0354,03,035415030
"Santa Cruz",035415,0354,03,035415031
"Sepung Bulaun",035415,0354,03,035415032
Sinura,035415,0354,03,035415033
"Villa Maria (Aetas)",035415,0354,03,035415035
"Inararo (Aetas)",035415,0354,03,035415036
"Sapang Uwak (Aetas)",035415,0354,03,035415037
Alasas,035416,0354,03,035416001
Baliti,035416,0354,03,035416002
Bulaon,035416,0354,03,035416003
Calulut,035416,0354,03,035416004
"Dela Paz Norte",035416,0354,03,035416005
"Dela Paz Sur",035416,0354,03,035416006
"Del Carmen",035416,0354,03,035416007
"Del Pilar",035416,0354,03,035416008
"Del Rosario",035416,0354,03,035416009
Dolores,035416,0354,03,035416010
Juliana,035416,0354,03,035416011
Lara,035416,0354,03,035416012
Lourdes,035416,0354,03,035416013
Magliman,035416,0354,03,035416014
Maimpis,035416,0354,03,035416015
Malino,035416,0354,03,035416016
Malpitic,035416,0354,03,035416017
Pandaras,035416,0354,03,035416019
Panipuan,035416,0354,03,035416020
"Santo Rosario (Pob.)",035416,0354,03,035416021
Quebiauan,035416,0354,03,035416022
Saguin,035416,0354,03,035416023
"San Agustin",035416,0354,03,035416024
"San Felipe",035416,0354,03,035416025
"San Isidro",035416,0354,03,035416026
"San Jose",035416,0354,03,035416027
"San Juan",035416,0354,03,035416029
"San Nicolas",035416,0354,03,035416030
"San Pedro",035416,0354,03,035416031
"Santa Lucia",035416,0354,03,035416032
"Santa Teresita",035416,0354,03,035416033
"Santo Niño",035416,0354,03,035416034
Sindalan,035416,0354,03,035416036
Telabastagan,035416,0354,03,035416037
"Pulung Bulu",035416,0354,03,035416038
"San Agustin",035417,0354,03,035417001
"San Carlos",035417,0354,03,035417002
"San Isidro",035417,0354,03,035417003
"San Jose",035417,0354,03,035417004
"San Juan",035417,0354,03,035417005
"San Nicolas",035417,0354,03,035417006
"San Roque",035417,0354,03,035417008
"San Sebastian",035417,0354,03,035417009
"Santa Catalina",035417,0354,03,035417010
"Santa Cruz Pambilog",035417,0354,03,035417011
"Santa Cruz Poblacion",035417,0354,03,035417012
"Santa Lucia",035417,0354,03,035417013
"Santa Monica",035417,0354,03,035417014
"Santa Rita",035417,0354,03,035417015
"Santo Niño",035417,0354,03,035417016
"Santo Rosario",035417,0354,03,035417017
"Santo Tomas",035417,0354,03,035417018
Concepcion,035418,0354,03,035418001
"De La Paz",035418,0354,03,035418002
"San Juan (Pob.)",035418,0354,03,035418003
"San Agustin",035418,0354,03,035418004
"San Isidro",035418,0354,03,035418005
"San Jose",035418,0354,03,035418006
"San Miguel",035418,0354,03,035418007
"San Nicolas",035418,0354,03,035418008
